Дата,Канал,Тип медиа,ID,Текст,Просмотры,Форварды,Резонанс,тематики,
2025-03-31 7:00:47,voopiik_samara,Тематический паблик,729,"🏛 3 апреля в 19.00 в Самарском областном историко-краеведческом музее имени П.В. Алабина пройдет лекция «Архитектурное наследие Самары. Слои, ценности, смыслы» (12+). Ее прочитает журналист, историк архитектуры, член совета Самарского регионального отделения ВООПИиК Армен Арутюнов. Вход свободный.   Самарское региональное отделение Всероссийского общества охраны памятников истории и культуры запускает масштабный просветительский лекторий «ВООПИиК покажет», посвященный культурному наследию и градозащите. В течение всего года на разных площадках будут проходить бесплатные встречи с экспертами из Самары и других городов России. Также запланированы тематические онлайн-лекции, которые будут транслироваться в нашей группе «ВООПИиК Самара».   Программа проекта включает разные темы. Лекции об историко-культурных особенностях будут чередоваться с выступлениями о градостроительстве и охране памятников. Посетители узнают о средовой застройке и жизни самарских дворов, об уникальных артефактах прошлого и способах их сохранения в разных регионах страны, об историческом поселении, зонах охраны объектов культурного наследия и о многом другом.   В апреле площадкой для лектория станет Музей имени Алабина. Цикл начнется с лекции об архитектурном наследии Самары. Историк архитектуры, член совета регионального отделения ВООПИиК Армен Арутюнов расскажет о разных слоях архитектуры нашего города, их ценности, состоянии и статусе.   Архитектурное наследие Самары отличается своей эклектичностью. Ткань города состоит из переплетения множества оригинальных пластов. Здесь есть настоящий «заповедник» в стиле модерн и мировые шедевры конструктивизма, целые кварталы целостной деревянной застройки и сталинская «Безымянка», выдающиеся примеры советского модернизма и остатки уникального для Волги дачного комплекса начала ХХ века.   📌 3 апреля 19.00 Вход свободный 📍 Музей имени Алабина (улица Ленинская, 142)",1252,18,"0,009828009828",мероприятие; история,
2025-03-27 7:02:00,voopiik_samara,Тематический паблик,708,"🏛 Самарское региональное отделение Всероссийского общества охраны памятников истории и культуры запускает масштабный просветительский лекторий «ВООПИиК покажет», посвященный культурному наследию и градозащите.   В течение всего года на разных площадках будут проходить бесплатные встречи с экспертами из Самары и других городов России. Также запланированы тематические онлайн-лекции, которые будут транслироваться в нашей группе «ВООПИиК Самара».   Программа проекта включает разные темы. Лекции об историко-культурных особенностях будут чередоваться с выступлениями о градостроительстве и охране памятников. Посетители узнают о средовой застройке и жизни самарских дворов, об уникальных артефактах прошлого и способах их сохранения в разных регионах страны, об историческом поселении, зонах охраны объектов культурного наследия и о многом другом.   В апреле площадкой для лектория станет [club3611243|Музей имени Алабина]. Цикл начнется с лекции «Архитектурное наследие Самары. Слои, ценности, смыслы» (12+). Историк архитектуры, член совета регионального отделения ВООПИиК Армен Арутюнов расскажет о разных слоях архитектуры нашего города, их ценности, состоянии и статусе.   📌 3 апреля 19.00  Вход свободный  📍 Музей имени Алабина (улица Ленинская, 142)",2965,41,"0,009795748228",мероприятие; история; инициативы по сохранению памятников,
2025-02-16 13:51:08,voopiik_samara,Тематический паблик,674,"Друзья, у нас хорошие новости! Администрация города, наконец, начала работу по выводу Ценных градоформирующих объектов (ЦГФО) из перечня зданий, подлежащих сносу. Таких объектов на конец 2024 года было более 80-ти. После наших писем и очных переговоров с главой города, на днях пришел ответ, что 27 декабря 2024 года вышло Распоряжение первого заместителя главы города #4796, признающее частично утратившими силу ряд правовых актов о признании аварийными и подлежащими сносу 21 здание, вошедшее в список ЦГФО, в июне прошлого года включённый в предмет охраны исторического поселения  Самара. Таким образом, эти два десятка зданий теперь будут подлежать не сносу, а реконструкции!  Мы надеемся, город не замедлит найти способ эффективной передачи/продажи таких объектов ""сомасштабным"" им владельцам, а именно - малому и среднему бизнесу и просто частным лицам, которые предпочтут обустроить свой дом в живой среде исторического центра, сохранив (или воссоздав) его выходящий на улицу аутентичный облик, а не среди трехметровых глухих заборов бывших дачных просек.  В письме первый заместитель главы города (А. В. Андриянов) сообщил нам, что работа по исключению из списков на снос остальных ЦГФО будет и далее вестись по мере их расселения. Адреса первых двух десятков, избежавших ковша - на последнем фото.",1929,11,"0,009777777778",НПА; содействие со стороны ОВ; адаптация памятников для коммерции,
2025-02-11 16:59:23,voopiik_samara,Тематический паблик,672,"Михаил Мишустин утвердил перечень поручений по итогам стратсессии, посвященной сохранению объектов культурного наследия   📌По поручению Президента в России разрабатывается программа сохранения объектов культурного наследия народов страны, рассчитанная на период 2025–2045 годов. Активизировать работу над ней поручил Михаил Мишустин по итогам стратсессии, состоявшейся в конце 2024 года. Результаты работы должны быть представлены в правительство до 31 марта 2025 года. В ней будут предусмотрены критерии значимости объектов культурного наследия для их последующего включения в программу и приведения в удовлетворительное состояние, целевые показатели и перечень конкретных мероприятий с учетом ранее данных поручений Президента, источники финансирования и механизм реализации. Разрабатывать программу будут Минкультуры, Минфин, Минэкономразвития, АО «ДОМ.РФ» и региональные органы власти.  📌Минкультуры при участии регионов будет проведена инвентаризация объектов культурного наследия, включенных в государственный реестр и находящихся в неудовлетворительном состоянии.  📌Минкультуры, Минстрою, Минэкономразвития также при участии субъектов поручено в течение пяти лет в полном объеме завершить работу по утверждению границ территорий, предметов охраны и градостроительных регламентов в населенных пунктах, которые имеют статус исторических поселений.  📌Минкультуры и Минстрою предстоит разработать и внести в правительство проект федерального закона, предусматривающий наделение Минкультуры полномочиями по ценообразованию и нормированию в сфере сохранения объектов культурного наследия.   📌После этого Минкультуры должно будет подготовить и утвердить нормативы затрат на проведение работ по сохранению объектов культурного наследия и проведение археологических работ, а также обеспечить мониторинг текущих цен на ресурсы, используемые при проведении работ по сохранению объектов культурного наследия.  📌В числе поручений – разработка и утверждение «дорожной карты» по доработке единого государственного реестра объектов культурного наследия народов России, в том числе с учетом необходимости перехода на единую цифровую платформу «ГосТех», а также плана мероприятий по развитию информационного взаимодействия реестра объектов культурного наследия и Национальной системы пространственных данных. Ответственными назначены Минкультуры, Минцифры, Росреестр и АО «ДОМ.РФ».  📌Еще одно поручение касается нормативного закрепления функционирования информационной платформы, создаваемой для сопровождения инвесторов, участвующих в мероприятиях по сохранению объектов культурного наследия. В функционале платформы должен быть предусмотрен механизм сопровождения инвесторов, а также возможность мониторинга и контроля за проведением таких мероприятий.  📌Министерству культуры поставлена задача обеспечить к 2030 году подготовку 3 тыс. специалистов в области сохранения объектов культурного наследия.   #поручения",1125,11,"0,009661117717",НПА; содействие со стороны ОВ,
2025-02-04 13:05:39,voopiik_samara,Тематический паблик,668,"❗Постановлением Правительства РФ от 27.12.2024 N 1936 с 1 марта 2025 года устанавливается обновленное Положение о зонах охраны объектов культурного наследия (памятников истории и культуры) народов Российской Федерации.  ✅Положение определяет порядок разработки, согласования и утверждения:   - проекта зоны охраны объекта культурного наследия;   - проектов единой охранной зоны объектов культурного наследия;   - единой зоны регулирования застройки и хозяйственной деятельности и единой зоны охраняемого природного ландшафта;   - требований к ограничениям использования земельных участков, водных объектов и их частей в границах зоны охраны, объединенной зоны охраны, а также общие принципы установления требований к градостроительным регламентам в границах зоны охраны, объединенной зоны охраны.   📌Документ: Постановление Правительства РФ от 27.12.2024 N 1936",800,5,"0,009433962264",НПА; содействие со стороны ОВ,
2025-01-10 17:09:28,voopiik_samara,Тематический паблик,651,"https://newdon.ru/news/trehetazhnyj-korpus-soldatskih-kazarm Замечания принимаются до 29 января 2025г. Проект зон охраны объекта культурного наследия (памятника истории и культуры) регионального значения  «Трехэтажный корпус солдатских казарм в составе комплекса артиллерийских казарм инженерного управления казанского военного округа» (г. Самара, Московское шоссе, литера Д, корпус № 8а), режимов использования земель и земельных участков, требований к градостроительным регламентам в границах данных зон.",393,3,"0,009220231823",НПА; Корпус солдатских казарм,
2025-01-05 1:20:38,voopiik_samara,Тематический паблик,650,"Открыто публичное обсуждение первой редакции проекта национального стандарта ГОСТ Р «Предмет охраны объектов культурного наследия. Общие принципы. Порядок определения» 📄  ℹ️ ТК 082 «Культурное наследие» приглашает с 6 декабря 2024 года по 6 марта 2025 года принять активное участие в обсуждении первой редакции проекта ГОСТ Р «Предмет охраны объектов культурного наследия. Общие принципы. Порядок определения», подготовленного в соответствии с Программой национальной стандартизации на 2021 год авторским коллективом в составе: АНО «Центр независимой оценки», ФГБУК «Государственный историко-культурный музей-заповедник «Московский Кремль», АНО «Национальный реставрационный центр», ООО «ПФ-Градо» и ООО «Парковая реставрация».  Отзыв к проекту вышеуказанного стандарта необходимо направлять по форме, установленной ГОСТ Р 1.2–2020, на электронную почту секретариата ТК 082 «Культурное наследие» (tk082kn@mail.ru) в редактируемом формате (Word), сопроводив сканированной подписанной копией (PDF).  ‼️ Обращаем Ваше внимание, что замечания и предложения к первой редакции проекта национального стандарта после 6 марта 2025 года не принимаются.  ➡️ С текстом проекта национального стандарта можно ознакомиться по ссылке: https://roskapstroy.ru/o-vedomstve/tekhnicheskiy-komitet-kulturnoe-nasledie/publichnoe-obsuzhdenie-proektov-standartov/",460,5,"0,009174311927",НПА; содействие со стороны ОВ,
2024-12-18 17:27:45,voopiik_samara,Тематический паблик,632,"ДОМ.РФ объявил о запуске госпрограммы для  тех,  кто инвестирует в восстановление объекты культурного наследия. Кредитование инвестиционных проектов с льготной субсидируемой ставкой будет доступно во всех субъектах РФ.  Инвесторы могут получить кредит: — на разработку проектной документации — на восстановление и приспособление к современному использованию памятника архитектуры, находящегося в неудовлетворительном состоянии.  Срок реализации проекта не должен превышать 8,5 лет. Льготная ставка 7% действует для 24 пилотных ОКН в восьми регионах, а для всех остальных ОКН – 17%.  Каталог ОКН размещен на портале  наследие.дом.рф «Программа позволит привлечь на цели восстановления ОКН 300 млрд рублей внебюджетных средств. На начальном этапе расходы на проектирование относительно невысокие, текущие параметры кредитования позволят инвесторам приступить к реализации проектов. В дальнейшем по мере изменения ключевой ставки Банка России льготная ставка может быть снижена до 4%», — отметил Алексей Ниденс на пресс-конференции в ТАСС. Вместе с льготными кредитами в ДОМ.РФ предложили модернизировать механизм реализации ОКН, объединять их в один ликвидный лот с дополнительным объектом недвижимости, земельным участком или имущественным комплексом. Поправки в законодательство направлены в Правительство РФ.  Торги на первые ОКН для восстановления ДОМ.PФ планирует объявить до конца года.",428,5,"0,00907323396",НПА; содействие со стороны ОВ; адаптация памятников для коммерции,
2024-12-02 8:57:07,voopiik_samara,Тематический паблик,606,❗️Распоряжением Правительства РФ от 11.11.2024 N 3222-р. запущена программа льготного кредитования проектов по восстановлению культурного наследия.  ✅Организации и ИП получат льготные кредиты. Сниженная ставка компенсируется банкам за счет субсидий из федерального бюджета.  ✅ Также предусмотрено дополнительное уменьшение ставки за счет средств региональных и местных бюджетов.  ✅После восстановления зданий инвесторы смогут стать их правообладателями. Обязательное условие – сохранение объектов культурного наследия в дальнейшем.  📌Документ: Распоряжение Правительства РФ от 11.11.2024 N 3222-р.,424,4,"0,008984105045",НПА; содействие со стороны ОВ; адаптация памятников для коммерции,
2024-11-13 13:09:42,voopiik_samara,Тематический паблик,589,"📍 Ключевые шаги для сохранения культурного наследия России  На заседании Комитета Совета Федерации по науке, образованию и культуре, посвященном пилотному проекту по сохранению объектов культурного наследия, директор дивизиона «Городская экономика» АСИ Ольга Захарова вместе с сенаторами, представителями Минкультуры России, АО «ДОМ.РФ» и регионами-участниками обсудила сложности и барьеры, мешающие вовлечению памятников архитектуры в экономический оборот.  Основные тезисы, озвученные Ольгой Захаровой в ходе совещания:  🔷предпочтительный диапазон льготной ставки по кредитам на приспособление памятников архитектуры для современного использования – 4–6%; 🔷следует рассматривать объекты культурного наследия, находящиеся не только в государственной и муниципальной, но и частной собственности (особенно приобретенные через приватизацию); 🔷необходимо уточнение критериев отбора памятников истории и культуры, претендующих на льготное кредитование; 🔷меры государственной поддержки должны распространяться в том числе на объекты культурного наследия, находящиеся в удовлетворительном состоянии; 🔷в регионах необходимо выстраивать системную работу  с памятниками архитектуры, формировать конкурентные преимущества для потенциальных инвесторов; 🔷требуется совершенствование законодательства, в частности, требований Градостроительного кодекса к госэкспертизе для объектов федерального значения.  ▪️Предложения были поддержаны председателем комитета Лилией Гумеровой и включены в проект итогового решения.  👥 4 декабря на парламентских слушаниях АСИ представит предложения для привлечения частных инвестиций в сферу сохранения объектов культурного наследия на парламентских слушаниях.",407,4,"0,008894536213",угроза утраты; адаптация памятников для коммерции,
2024-10-24 11:22:13,voopiik_samara,Тематический паблик,580,"📹ТРАНСЛЯЦИЯ СЪЕЗДА В ЗАПИСИ  Все заседания XXI ежегодного Всероссийского съезда органов охраны памятников истории и культуры, который проходил в Ставрополе с 15 по 18 октября, доступны к просмотру.  Не все желающие смогли полностью посмотреть трансляции в прямом эфире, поэтому многим будет полезен материал заседаний Съезда в записи:  🟡Церемония открытия XXI  Всероссийского съезда органов охраны памятников истории и культуры https://vk.com/video-186824198_456241130 🟡Круглый стол «Актуальные вопросы государственной охраны объектов культурного наследия» https://vk.com/video-186824198_456241131  🟡Круглый стол «Формирование и ведение единого государственного реестра объектов культурного наследия» https://vk.com/video-186824198_456241133  🟡Круглый стол «Контрольно-надзорная деятельность» https://vk.com/video-186824198_456241134  🟡Круглый стол «Градостроительное регулирование в сфере сохранения объектов культурного наследия» https://vk.com/video-186824198_456241087 🟡Круглый стол «Актуальные вопросы государственной охраны объектов археологического наследия» https://vk.com/video-186824198_456241138  🟡Круглый стол «Актуальные вопросы государственной охраны объектов археологического наследия» https://vk.com/video-186824198_456241137  Смотрите, делитесь с коллегами.🤝",702,11,"0,008562691131",НПА,
2024-09-16 13:09:42,voopiik_samara,Тематический паблик,553,"■Вот такие ответы получает ВООПИК от Управления государственной охраны объектов культурного наследия Самарской области (УГООКН), руководитель Стафеев И.С. ■Все помнят историю с окном Фальконье на объекте культурного наследия по адресу Фрунзе, 87. ■Более года назад жители дома договорились с рабочими капремонта и варварски уничтожили  окно, состоящее из кубиков Фальконье, которые должны были быть в предмете охраны этого ОКН. ■Всё,  что осталось собрали,  и УГООКН заказали новые по образцу подлинников. ■По нашим данным Фальконье изготовлены, осталось смонтировать, провести воспитательную работу с жителями. Но воз и ныне там. ■Теперь нужны годы переписки, чтобы  окно восстановить.",996,8,"0,008456659619",угроза утраты; препятствование со стороны ОВ,
2024-09-07 19:54:51,voopiik_samara,Тематический паблик,545,"На этой неделе из Тольятти пришла хорошая новость. Там городские власти выполнили консервацию памятника истории - дома, где в 1870 году останавливался выдающийся русский живописец Илья Репин.  Напомним, что весной этого года здание пострадало от пожара: у него имелись пробоины в кровле и в ряде оконных проемов не было рам. Все это не лучшим образом сказывалось на состоянии деревянного дома, которому более 150 лет. Почти полгода он простоял в таком состоянии.  Видим в этом прямую заслугу местных активистов, среди которых член нашего регионального отделения ВООПиК Анна Головлева. Ими была проведена широкая информационная кампания в социальных сетях, подготовлено и направлено несколько десятков обращений в органы власти. Также была создана группа в ВК ""Дом Репина в Тольятти"" (вступайте в нее, поддержите ребят!), где размещаются новости по этой ситуации.  В этом процессе приняли участие и мы. С нашей стороны была поддержана активность тольяттинских общественников и написаны письма в адрес главы Тольятти и губернатора Самарской области с просьбой обратить внимание на состояние этого объекта культурного наследия. Помимо этого, председатель нашего отделения Нина Казачкова специально по этому вопросу созванивалась с руководителем УГООКН Самарской области.  Поздравляем тольяттинских активистов и всех неравнодушных к теме сохранения культурного наследия с этим небольшим достижением. Приятно, когда власти слышат и заботятся о подобных объектах. Однако сразу же хочется отметить, что это - лишь начало, промежуточный результат. Ведь последствия пожара до сих пор не устранены. Памятнику истории требуется полноценный ремонт.   Более того, мы считаем, что он должен эксплуатироваться и стать активной частью культурной жизни Тольятти. Музей, арт-пространство, выставочный зал - вот его будущее. Автоград просто обязан сохранить такой уникальный объект, связанный с именем Репина. Особенно учитывая то, что в нем практически нет дореволюционных зданий.  Продолжим держать эту ситуацию на контроле. В ближайшее время планируем снова направить письма в адрес местных властей Тольятти и губернатора Самарской области. На этот раз будем настаивать на полном восстановлении дома и превращения его в культурную площадку.  Фото: Сергей Бобин  #ДомРепинаЖиви",1205,7,"0,008365019011",cохранен памятник; дом Репина; адаптация памятников для коммерции,
2024-08-19 20:02:03,voopiik_samara,Тематический паблик,537,Снесенный ценный градоформирующий объект (ЦГФО) Красноармейская 11,600,5,"0,008333333333","снос; Красноармейская, 11",
2024-08-11 16:46:23,voopiik_samara,Тематический паблик,519,"Дом Буянихи стоит с пробитой крышей  В Тольятти есть дом, который связан с известным русским живописцем Ильей Репиным - дом Буянихи, являющийся памятником истории. В 1870 году, великий русский живописец вместе со своими коллегами-художниками останавливался в нем (тогда еще в Ставрополе, до затопления), когда изучал наши края и искал сюжеты для своих работ. Однако от своего известного соседа в Ширяево этот дом мало кому известен, причем и в самом Автограде. Он находится на окране частного сектора в Центральном районе, одна его часть принадлежит городу, а другая - частным собственникам.  Полгода назад, в конце февраля, в нем случился пожар. Виновник - частное лицо. Дом практически не пострадал, но сейчас у него повреждена кровля, в ней имеются сквозные пробоины, а у части помещений полностью отсутствуют окна. Все это неблагоприятно сказывается на общем состоянии деревянного (!) объекта культурного наследия, которому более 150 лет. И нельзя сказать, что местные власти абсолютно ничего не предпринимали. Первое время они искали пути решения этой ситуации, но затем, с наступлением лета, а также после того, как не сложился диалог с виновником пожара, их активность сошла на нет.  Самарскому региональному отделению ВООПиК не безразлична судьба этого памятника истории. Поэтому с нашей стороны сейчас направлены письма в адрес областных и городских властей с просьбой озадачиться хотя бы минимальной консервацией. Ведь впереди осень и зима, а внутрь этого здания спокойно попадают осадки. Мы переживаем за то, что к будущей весне, если ничего не изменится, то дом Буянихи может получить серьезные повреждения, а после и кануть в лету.  Помимо этого, мы призываем администрацию Тольятти открыть (для начала) в помещениях, которые находятся в ее собственности, экспозицию (музей или галерею), посвященную творчеству Ильи Репина. Как это и было сделано в свое время в 1947 году в Ставрополе.  Ведь только тогда, когда объект культурного наследия эксплуатируется и у него есть хозяин, он будет цел. В завершение необходимо отметить, что в Тольятти больше нет исторических памятников, связанных со столь великим художником. В этом, по сути, и состоит уникальность этого дома.",4011,26,"0,00824742268",угроза утраты; дом Буянихи; обвинение,
2024-08-08 19:19:44,voopiik_samara,Тематический паблик,459,"Поторопились мы заявить, что успели остановить снос ЦГФО (ценного градоформирующего объекта) по адресу Красноармейская, 11.  Ничего не меняется в нашем королевстве! Объект снесён в самых худших традициях самарского сноса. С нарушением всех правил!  И это никто не может отрицать. Фотофиксация сноса этого объекта проводилась не только нами, но и жителями города практически ежеминутно. Не помогли ни договорённости на высшем уровне, ни приезды руководителя УГООКН Стафеева И.С., советника по урбанистике ВРИО Губернатора СО Сорокиной А.А., мэра города Лапушкиной Е.В. Дом снесли. А ведь такой был шанс! Откатать на этом объекте  весь механизм по работе с ЦГФО: начиная с разработки карточки (паспорта) объекта, в которой определены ценные элементы, обязательные к сохранению. А это важно для каждого ЦГФО. И заканчивая отработкой механизма перевода объекта под снос в объект под реконструкцию даже при наличии решения суда о сносе. Но теперь это всё лишнее. И , кстати, реставраторы ВООПИК были правы, утверждая, что дом не в том состоянии, чтобы его сносить. Посмотрите  на сруб. Он в хорошем состоянии. А если у нас ничего не меняется, то ждите сноса ещё 84 домов из списка ЦГФО,  которые признаны аварийными. Готовим очередное обращение в прокуратуру.",5147,40,"0,008032128514","снос; Красноармейская, 11; обвинение",
